Identifiant,Nom_officiel,Adresse,Code_postal,Ville,Departement,Region,Coordonnees,Categorie,Domaine_thematique,Themes,Protection_batiment,Protection_espace,URL,Date_de_mise_a_jour
M0375,musée d'art et d'histoire militaire,88 rue Saint-Honoré,77300,Fontainebleau,Seine-et-Marne,Ile-de-France,"48.406893, 2.698781",Inconnu,Beaux-Arts;Histoire,"Collections militaires : Armes, Artillerie, Uniformes, Armures;Histoire : Période historique, Musée thématique",Inconnu,Inconnu,www.fontainebleau.fr/engagee/fontainebleau-avance/un-batiment-renove-et-un-lieu-totalement-repense-251.html,2025-03-07
M0376,musée Gatien Bonnet,8 cour Pierre Herbin,77400,Lagny-sur-Marne,Seine-et-Marne,Ile-de-France,"48.879644, 2.707767",Inconnu,Archéologie;Beaux-arts;Ethnologie;Histoire,"Archéologie nationale : Protohistoire, Gallo-romain, Médiéval;Art moderne et contemporain :",Inconnu,Site patrimonial remarquable.,www.lagny-sur-marne.fr/loisirs/culture/musee-gatien-bonnet/,2023-04-12
M0377,musée Henri Chapu,937 rue Henri Chapu,77350,Le Mée-sur-Seine,Seine-et-Marne,Ile-de-France,"48.534859, 2.635235",Inconnu,Beaux-arts,Beaux-Arts : Sculpture,Inconnu,Inconnu,le-mee-sur-seine.fr/le-mee-village/une-terre-dartistes/,2024-01-26
M0378,musée Bossuet,5 place Charles de Gaulle,77100,Meaux,Seine-et-Marne,Ile-de-France,"48.938016, 2.87061",Inconnu,Archéologie;Art moderne et contemporain;Beaux-arts;Histoire,"Archéologie: Protohistoire, Gallo-romain, Médiéval, Moderne, Art moderne et contemporain, Art religieux, Arts décoratifs : Mobilier, Orfèvrerie, Beaux-Arts : Peinture, Sculpture",Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00087093?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&ou=%5B%22Meaux%22%5D&last_view=%22mosaic%22&idQuery=%2276ed3e-365a-41bb-782-dd3ce3cbfcca%22,Site patrimonial remarquable. Abords d'un Monument historique.,www.musee-bossuet.fr/,2024-01-26
M0379,musée de Melun,5 rue du Franc Mûrier,77000,Melun,Seine-et-Marne,Ile-de-France,"48.536398, 2.658972",Inconnu,Archéologie;Beaux-arts;Histoire,"Archéologie nationale : Gallo-romain, Médiéval;Architecture et urbanisme;Art moderne et contemporain;Arts décoratifs : Céramique (de Rubelles et porcelaines de Boissettes et Jacob Petit), Mobilier (XVIIIe);Beaux-Arts : Dessin, Estampe et Affiche, Peinture;Histoire : Histoire locale et régionale (300 dessins du vieux Melun),",Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00087099?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&mainSearch=%22mus%C3%A9e%22&ou=%5B%22Melun%22%5D&last_view=%22list%22&idQuery=%221886f6b-4d8-23fa-7c30-e22360713d8b%22,Site patrimonial remarquable. Abords d'un Monument historique.,www.ville-melun.fr/temps-libre/musee-d-art-et-d-histoire-de-la-ville-de-melun/232-presentation-du-musee,2023-04-12
M0380,musée municipal,place de Samois,77250,Moret-Loing-et-Orvanne,Seine-et-Marne,Ile-de-France,"48.373638, 2.815046",Inconnu,Archéologie;Beaux-Arts;Histoire,"Archéologie nationale : Préhistoire, Médiéval;Arts décoratifs : Céramique;Beaux-Arts : Peinture, Sculpture;Autres collections : Archives papier, Manuscrits, incunables;Histoire : Histoire locale et régionale;Sciences de la nature : Géologie",Inconnu,Abords d'un Monument historique.,Inconnu,2025-07-30
M0381,château musée de Nemours,rue Gautier 1er - cour du château,77140,Nemours,Seine-et-Marne,Ile-de-France,"48.265518, 2.696157",Inconnu,Archéologie;Arts décoratifs;Art moderne et contemporain;Beaux-arts;Ethnologie;Histoire;Photographie;Sciences de la nature;Technique et industrie,"Arts décoratifs;Céramique. Beaux-arts : Peinture, Estampe, Sculpture;Histoire locale et régionale.",Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00087162?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&ou=%5B%22Nemours%22%5D&last_view=%22list%22&idQuery=%22125fedc-ebac-ba77-43-cb77c0cbea4%22,Inconnu,www.nemours.fr/chateau-musee/,2025-01-27
M0382,musée de préhistoire d'Ile-de-France,48 avenue Etienne Dailly,77140,Nemours,Seine-et-Marne,Ile-de-France,"48.260312, 2.714321",Inconnu,Archéologie,"Archéologie nationale : Préhistoire, Protohistoire, Gallo-romain;Art moderne et contemporain (Sculptures dans le parc et à l'entrée du musée);Civilisations extra-européennes : Africaines, Américaines, Asiatiques, Océaniennes;Archives papier, Image animée, Photographie, Moulages;Sciences de la nature : Botanique, Géologie, Malacologie, Minéralogie, Paléontologie",Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA77000019?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&ou=%5B%22Nemours%22%5D&last_view=%22list%22&idQuery=%222684251-b6-dba7-dfe5-7dcaa3a4d4a0%22,Inconnu,www.musee-prehistoire-idf.fr/fr,2023-04-12
M0383,musée de Provins et du provinois,7 rue du palais,77160,Provins,Seine-et-Marne,Ile-de-France,"48.561624, 3.290374",Inconnu,Archéologie;Arts décoratifs;Histoire,"Archéologie nationale : Préhistoire, Protohistoire, Gallo-romain, Médiéval;Art religieux (Statues, tableaux, vaisselle liturgique);Arts décoratifs : Céramique, Mobilier, Orfèvrerie, Textiles;Beaux-Arts : Dessin, Peinture, Sculpture;Collections militaires : Armes (médiévales);Fonds ancien d imprimés, Numismatique, Sigillographie;Ethnologie : Pratiques religieuses et collectives;Histoire : Histoire locale et régionale",Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00087226?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&listResPage=2&ou=%5B%22Provins%22%5D&resPage=2&last_view=%22list%22&idQuery=%226c2226-886-1237-50b-0c72f22e8fdc%22,Site patrimonial remarquable. Patrimoine mondial de l'UNESCO.,www.provins.net/decouvrir-visiter/samuser-au-musee/le-musee-de-provins-et-du-provinois/,2025-07-30
M0384,musée des pays de Seine-et-Marne,17 avenue de la Ferté-sous-Jouarre,77750,Saint-Cyr-sur-Morin,Seine-et-Marne,Ile-de-France,"48.90803, 3.18169",musée littéraire ; musée en milieu rural,Ethnologie;Histoire;Photographie;Sciences de la nature;Technique et industrie,"Architecture et urbanisme;Autres collections : Archives papier, Archives sonores, Image animée, Photographie, Ouvrages de bibliophilie;Ethnologie : Costume, Habitat, Mobilier, Métiers et Outils, Autre(s);Histoire : Histoire locale et régionale, Biographie;Sciences et techniques : Agro-alimentaire",Inconnu,Abords d'un Monument historique.,www.musee-seine-et-marne.fr/fr,2025-04-11
M0385,Ecomusée,place George-Henri Rivière,77176,Savigny-le-Temple,Seine-et-Marne,Ile-de-France,"48.599142, 2.570872",Ecomusée,Ethnologie;Technique et industrie,"Archéologie nationale : Paléo-chrétien;Architecture et urbanisme;Arts décoratifs : Textiles;Beaux-Arts : Sculpture;Autres collections : Archives papier, Image animée, Partitions;Ethnologie : Costume, Métiers et Outils, Pratiques religieuses et collectives;Histoire : Histoire locale et régionale;Sciences de la nature : Botanique;Sciences et techniques : Agro-alimentaire, Transports terrestres",Inconnu,Abords d'un Monument historique.,Inconnu,2025-03-07
M0386,musée départemental Stéphane Mallarmé,4 quai Stéphane Mallarmé,77870,Vulaines-sur-Seine,Seine-et-Marne,Ile-de-France,"48.430323, 2.746605",Maison musée. Musée littéraire. Maison des Illustres.,Histoire;Littérature,Histoire;Biographie.,Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00087333?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&ou=%5B%22Vulaines-sur-Seine%22%5D&last_view=%22mosaic%22&idQuery=%228487602-57b2-d55-0fe5-7c1efac3f64e%22 Jardin : ,Inconnu,www.musee-mallarme.fr/fr,2024-01-26
M0387,musée de la Batellerie,place Gévelot,78700,Conflans-Sainte-Honorine,Yvelines,Ile-de-France,"48.992445, 2.095621",Inconnu,Beaux-arts;Histoire;Technique et industrie,"Ethnologie : Métiers et Outils;Histoire : Musée thématique;Sciences et techniques : Navigation et Pêche, Batellerie",Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00087412?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&mainSearch=%22prieur%C3%A9%22&ou=%5B%22Conflans-Sainte-Honorine%22%5D&last_view=%22list%22&idQuery=%228ec80ea-20-7dbb-426d-8f6688c37a33%22,Site inscrit.,www.musee-batellerie-conflans.fr/fr/accueil/,2024-01-26
M0388,musée de la Toile de Jouy,54 rue Charles de Gaulle,78350,Jouy-en-Josas,Yvelines,Ile-de-France,"48.768986, 2.153216",Inconnu,Arts décoratifs,"Arts décoratifs : Textiles;Beaux-Arts : Dessin;Ethnologie;Costume, Métiers et Outils;Histoire;Sciences et techniques (Impression sur tissu),",Inconnu,Site classé.,www.museedelatoiledejouy.fr/,2024-01-26
M0389,musée de l'hôtel-Dieu,1 rue Thiers,78200,Mantes-la-Jolie,Yvelines,Ile-de-France,"48.990874, 1.719901",Inconnu,Beaux-Arts;Art moderne et contemporain;Archéologie,"Archeologie nationale : Médiéval;Architecture et urbanisme;Art moderne et contemporain;Art religieux;Arts décoratifs : Céramique, Mobilier, Textiles (dentelles);Beaux-Arts : Dessin, Estampe et Affiche, Peinture",Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00087514?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&ou=%5B%22Mantes-la-Jolie%22%2C%22Mantes-la-Ville%22%5D&last_view=%22mosaic%22&idQuery=%224d0aa3a-c53c-b8b4-50a6-eae210c72d8f%22,Site patrimonial remarquable.,www.manteslajolie.fr/MUSEE%20DE%20LHOTELDIEU,2024-03-15
M0390,musée du domaine royal de Marly Louveciennes / Marly-le-Roi,1 grille royale,78160,Marly-le-Roi,Yvelines,Ile-de-France,"48.859572, 2.109482",Domaine national.,Beaux-arts;Histoire;Technique et industrie;Arts décoratifs,"Beaux-arts : Peinture, Dessin, Estampe, Sculpture;Arts décoratifs : Mobilier, Sciences et techniques (hydraulique)",Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00087524?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&mainSearch=%22Domaine%20national%22&last_view=%22list%22&idQuery=%2213403e-74e7-5f30-ea2-d83e3321e313%22,Site classé.,www.musee-promenade.fr,2025-07-30
M0391,musée Victor Aubert,24 rue Quincampoix,78580,Maule,Yvelines,Ile-de-France,"48.908246, 1.847178",Musée de site,Archéologie;Ethnologie;Histoire,"Archéologie nationale : Préhistoire, Gallo-romain;Arts décoratifs : Textiles, Autre(s);Arts du spectacle : Autre(s);Ethnologie : Métiers et Outils",Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00087530?base=%22merimee%22&qb=%5B%7B%22field%22%3A%5B%22ACTU.keyword%22%5D%2C%22operator%22%3A%22%2A%22%2C%22value%22%3A%22mus%C3%A9e%22%2C%22combinator%22%3A%22AND%22%2C%22index%22%3A0%7D%5D&last_view=%22list%22&idQuery=%224ce1e15-b80-6d17-f402-550626607b1%22.,Abords d'un Monument historique.,museeaubertmaule.free.fr/,2024-01-26
M0392,Maison-musée Maurice Ravel,5 rue Maurice Ravel,78490,Montfort-l’Amaury,Yvelines,Ile-de-France,"48.776137, 1.805464",maison musée ; maison des Illustres ; musée en milieu rural,Histoire;Musique - chant - danse,Inconnu,Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00132998?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&ou=%5B%22Montfort-l%27Amaury%22%5D&last_view=%22mosaic%22&idQuery=%227bfce05-3a3b-da65-8866-84e606d82ca0%22,Site patrimonial remarquable.,www.montfortlamaury.fr/culture-tourisme/sites-et-monuments/la-maison-musee-de-maurice-ravel/,2025-04-11
M0393,musée d'Art et d'Histoire,Inconnu,78300,Poissy,Yvelines,Ile-de-France,"48.92797, 2.044648",Inconnu,Archéologie;Arts décoratifs;Beaux-arts;Histoire;Photographie,"Archéologie nationale : Gallo-romain, Médiéval;Architecture et urbanisme;Beaux-Arts : Dessin, Peinture, Sculpture;Ethnologie : Métiers et Outils, Pratiques religieuses et collectives;Histoire : Histoire locale et régionale;Sciences et techniques : Navigation et Pêche",Inconnu,Inconnu,musees.ville-poissy.fr/fr/histoire-de-la-collection,2025-03-07
M0394,musée du jouet Pierre Pinel,1 enclos de l'abbaye,78300,Poissy,Yvelines,Ile-de-France,"48.928429, 2.037892",Inconnu,Arts décoratifs;Ethnologie;Histoire;Technique et industrie,"Arts décoratifs : Céramique, Mobilier, Textiles;Collections militaires (petits soldats);Autres collections : Fonds ancien d imprimés;Ethnologie : Costume, Habitat, Mobilier;Histoire : Musée thématique;Sciences et techniques (jouets optiques),",Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00087567?base=%22merimee%22&listResPage=9&qb=%5B%7B%22field%22%3A%5B%22ACTU.keyword%22%5D%2C%22operator%22%3A%22%2A%22%2C%22value%22%3A%22mus%C3%A9e%22%2C%22combinator%22%3A%22AND%22%2C%22index%22%3A0%7D%5D&resPage=9&last_view=%22list%22&idQuery=%22ffee33b-3d6-2b0d-e2c8-73fe71c233e%22,www.ville-poissy.fr/index.php/sport-et-culture/culture/musee-du-jouet.html,www.ville-poissy.fr/index.php/sport-culture/equipements-culturels/musee-du-jouet.html,2024-01-26
M0395,musée Rambolitrain,4 place Jeanne d'Arc,78120,Rambouillet,Yvelines,Ile-de-France,"48.646025, 1.823892",Inconnu,Technique et industrie,"Autre(s),  (train-jouet, maquettes . Histoire du train-jouet et de la maquette.),",Inconnu,Site patrimonial remarquable,www.rambolitrain.com/,2024-01-26
