;Identifiant Muséofile;Région administrative;Département;Commune;Nom officiel du musée;Code Postal;URL;Latitude;Longitude
173;M0358;Bourgogne-Franche-Comté;Haute-Saône;Luxeuil-les-Bains;musée de la Tour des échevins;70300.0;www.ville-luxeuil-les-bains.fr/musees.htm;47,816821;6,380482
174;M0359;Bourgogne-Franche-Comté;Haute-Saône;Vesoul;musée municipal Georges Garret;70000.0;www.vesoul.fr/sortir-bouger-se-divertir/musee-georges-garret.html;47,623695;6,155771
175;M0348;Bourgogne-Franche-Comté;Jura;Moirans-en-Montagne;musée du jouet;39260.0;www.musee-du-jouet.com/;46,433004;5,726307
176;M0351;Bourgogne-Franche-Comté;Jura;Poligny;musée municipal;39800.0;www.musee-poligny.fr/;46,836426;5,708802
177;M0353;Bourgogne-Franche-Comté;Jura;Salins-les-Bains;Musée de la Grande Saline;39110.0;www.salinesdesalins.com/;46,937242;5,876684
178;M0344;Bourgogne-Franche-Comté;Jura;Champagnole;musée municipal d'archéologie;39300.0;www.champagnole.fr/item/musee-archeologique/;46,74651;5,907547
179;M0347;Bourgogne-Franche-Comté;Jura;Dole;musée des beaux-arts et d'archéologie;39100.0;www.doledujura.fr/musee-des-beaux-arts/;47,089059;5,488205
180;M0350;Bourgogne-Franche-Comté;Jura;Morez;Viséum-musée de la lunette (collections du musée de la lunette et du musée Jourdain);39400.0;www.musee-lunette.fr/fr;46,521;6,022578
181;M1169;Bourgogne-Franche-Comté;Jura;Saint-Claude;musée de beaux-arts;39200.0;museedelabbaye.fr/home/anim.php;46,386209;5,865239
182;M0341;Bourgogne-Franche-Comté;Jura;Arbois;musée Sarret de Grozon;39600.0;www.arbois.fr/musee-d-art-hotel-sarret-de-grozon.htm;46,902604;5,774717
184;M0345;Bourgogne-Franche-Comté;Jura;Lons-le-Saunier;musée des beaux-arts;39000.0;www.lonslesaunier.fr/les-musees/musee-des-beaux-arts/;46,675861;5,553907
185;M0342;Bourgogne-Franche-Comté;Jura;Arbois;musée de la vigne et du vin;39600.0;www.arbois.fr/musee-de-la-vigne-et-du-vin-du-jura.htm;46,902412;5,773686
186;M0346;Bourgogne-Franche-Comté;Jura;Lons-le-Saunier;musée d'archéologie;39000.0;www.lonslesaunier.fr/les-musees/musee-darcheologie/;46,684566;5,579336
187;M0149;Bourgogne-Franche-Comté;Nièvre;Château-Chinon;musée du Septennat;58120.0;nievre.fr/cadre-de-vie/culture-et-patrimoine/musees/cite-museale/;47,06721;3,934311
188;M0151;Bourgogne-Franche-Comté;Nièvre;Cosne-Cours-sur-Loire;musée de la Loire;58200.0;www.museedelaloire.fr/;47,410548;2,922768
189;M0155;Bourgogne-Franche-Comté;Nièvre;Nevers;musée de la faïence Frédéric Blandin;58000.0;culture.nevers.fr/musee/;46,98629;3,155037
190;M0150;Bourgogne-Franche-Comté;Nièvre;Clamecy;musée d'art et d'histoire Romain Rolland;58500.0;www.clamecy.fr/index.php/Mus%C3%A9e-d-Art-et-d-Histoire-Romain-Rolland?idpage=320&idmetacontenu=;47,460604;3,520823
192;M0158;Bourgogne-Franche-Comté;Nièvre;Saint-Amand-en-Puysance;musée du grès;58310.0;nievre.fr/cadre-de-vie/culture-et-patrimoine/musees/saint-amand-en-puisaye-musee-du-gres/;47,529775;3,07388
194;M0159;Bourgogne-Franche-Comté;Nièvre;Varzy;musée Auguste Grasset;58210.0;varzy.fr/vie-municipale/musee-municipal-auguste-grasset/;47,357394;3,386114
195;M0148;Bourgogne-Franche-Comté;Nièvre;Château-Chinon;musée du costume;58120.0;nievre.fr/cadre-de-vie/culture-et-patrimoine/musees/cite-museale/;47,06721;3,934311
196;M0153;Bourgogne-Franche-Comté;Nièvre;La Machine;musée de la mine;58260.0;nievre.fr/cadre-de-vie/culture-et-patrimoine/musees/la-machine-musee-de-la-mine/;46,889225;3,463514
197;M0156;Bourgogne-Franche-Comté;Nièvre;Nevers;musée archéologique de la porte du Croux;58000.0;www.nevers.fr/vivre-a-nevers/culture/les-musees/le-musee-archeologique-du-nivernais-porte-du-croux;46,986949;3,154223
198;M0163;Bourgogne-Franche-Comté;Saône-et-Loire;Blanzy;musée de la mine et des hommes;71450.0;www.musee-mine-blanzy.fr/;46,701488;4,382962
200;M0179;Bourgogne-Franche-Comté;Saône-et-Loire;Romenay;musée du terroir;71470.0;www.ecomusee-bresse71.fr/;46,503251;5,067591
201;M7019;Bourgogne-Franche-Comté;Saône-et-Loire;Autun;muséum d'histoire naturelle;71400.0;www.autun.com/sortir-a-autun/les-lieux-de-loisirs/le-museum-dhistoire-naturelle;46,947996;4,301812
202;M0166;Bourgogne-Franche-Comté;Saône-et-Loire;Chalon-sur-Saône;musée Nicéphore Niepce;71100.0;www.museeniepce.com/;46,780045;4,855727
203;M0168;Bourgogne-Franche-Comté;Saône-et-Loire;Charolles;musée du Prieuré Jean Laronze;71120.0;www.ville-charolles.fr/musees;46,432412;4,279872
204;M0173;Bourgogne-Franche-Comté;Saône-et-Loire;Mâcon;musée Lamartine;71000.0;www.macon.fr/vivre-et-bouger-a-macon/culture/musee-des-ursulines;46,307508;4,833156
205;M0180;Bourgogne-Franche-Comté;Saône-et-Loire;Solutré-Pouilly;musée départemental de préhistoire;71960.0;rochedesolutre.com/musee-de-prehistoire/;46,295079;4,732247
206;M0183;Bourgogne-Franche-Comté;Saône-et-Loire;Verdun-sur-le-Doubs;maison du blé et du pain;71350.0;www.ecomusee-bresse71.fr/;46,897337;5,024918
207;M0181;Bourgogne-Franche-Comté;Saône-et-Loire;Tournus;musée Greuze - hôtel-Dieu;71700.0;musee-greuze.fr/;46,562137;4,910839
208;M0161;Bourgogne-Franche-Comté;Saône-et-Loire;Autun;musée Rolin;71400.0;www.museerolin.fr/node/132;46,945723;4,299216
209;M0165;Bourgogne-Franche-Comté;Saône-et-Loire;Chalon-sur-Saône;musée Vivant Denon;71100.0;www.museedenon.com/;46,78105;4,853082
