Identifiant (ID),Nom de l'organisme,Code postal,Département,Commune,Lien vers la ressource,"si ""enfants"", merci de préciser le niveau scolaire",Titre de la ressource,"Activité proposée (apprendre, se divertir, s’informer,...)",Public cible,Types de ressources proposées,Thématiques,Contenus adaptés aux types de handicap,"Temps d’activité estimé (lecture, écoute, visionnage, jeu)",Pérennité de la ressource
1287,Compagnie Caktus,75001,75,Paris,https://soundcloud.com/user-192694301,130|Primaire|Collège|Lycée,MythoSaga,Audios,Enfants,"Audio, radio, podcasts","Littérature, sciences humaines, langues",,Le temps d’un vrai déjeuner,Accès permanent
1581,OPPIC,75013,75,PARIS,http://www.oppic.fr/rubrique140.html,,Comprendre la maîtrise d'ouvrage,Approfondir ses connaissances,Parents / Éducateurs,"Vidéo, flux en direct, programmes en différé","Architecture et patrimoine,Monuments historiques",Sous-titrage,Le temps d’un vrai déjeuner,Accès permanent
1670,Louvre-Lens,62300,62,Lens,https://cutt.ly/PgFjg0K,,"Visite privée ""Soleils noirs"" - Le Scribe accroupi","Expos, musées",Tous publics,Expositions virtuelles,Éducation artistique et culturelle,Navigation au clavier,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
1700,Maison Européenne de la photographie (MEP),75001,75,Paris,https://www.mep-fr.org/la-mep-en-ligne/,,La MEP en ligne,"Expos, musées",Tous publics,"Vidéo, flux en direct, programmes en différé",Photographie,,Le temps d’un week-end,Accès permanent
2395,Puits Couriot / Parc-musée de la Mine,42000,42,Saint-Etienne,http://musee-mine.saint-etienne.fr/approfondir/radio-couriot-s%C3%A9rie-de-podcasts,,Radio Couriot,Audios,Tous publics,"Audio, radio, podcasts","Architecture et patrimoine,Histoire,Monuments historiques,Musées",,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
2422,Centre Pompidou,75001,75,Paris,https://www.youtube.com/playlist?list=PL5RSjCvtcKQi-M_Ue7OiovCZHbcbu8mdl,,Quèsaco ?,Approfondir ses connaissances,Tous publics,"Vidéo, flux en direct, programmes en différé","Arts numériques,Musées",,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
2425,Centre Pompidou,75001,75,Paris,https://www.youtube.com/playlist?list=PL5RSjCvtcKQjw4z2CWB57dy4MYj5AEGIC,,Les masterclasses,Approfondir ses connaissances,Tous publics,"Vidéo, flux en direct, programmes en différé","Cinéma,Théâtre, Spectacles",Sous-titrage (ST),Le temps d’une soirée,Accès permanent
2428,Bibliothèque nationale de France,75001,75,Paris,https://www.retronews.fr/cycle/retour-vers-le-futur-de-linfo,,Retour Vers le Futur de l'Info,"Films, documentaires, vidéos",Tous publics,"Vidéo, flux en direct, programmes en différé",Éducation aux médias,,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
2469,Opéra National de Lorraine,54000,54,Nancy,https://www.opera-national-lorraine.fr/fr/nox-1,,Êtes-vous amoureux ?,"Films, documentaires, vidéos",Tous publics,"Vidéo, flux en direct, programmes en différé","Musique, concerts et opéras",,Le temps d’un vrai déjeuner,Accès permanent
2472,Musée de l'Imprimerie et de la Communication graphique,69002,69,Lyon,https://www.imprimerie.lyon.fr/fr/edito/eye-eye-eye,,EYE EYE EYE : Voir après le virus et les violences (2015 ? 202?),"Expos, musées",Tous publics,"Vidéo, flux en direct, programmes en différé,Images, collections numérisées, bases de données,Expositions virtuelles","Arts visuels,Audiovisuel,Éducation aux médias,Musées,Peinture,Photographie",,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
945,Ministère de la Culture,75001,75,Paris,https://www.histoiredesarts.culture.gouv.fr/,,Histoire des arts,Approfondir ses connaissances,Parents / Éducateurs,Ressources pédagogiques,"Archéologie,Architecture et patrimoine,Arts décoratifs, design, métiers d’art,Arts visuels,Bande dessinée,Cinéma,Danse,Éducation artistique et culturelle,Histoire,Littérature, sciences humaines, langues,Monuments historiques,Musées,Musique, concerts et opéras,Peinture,Photographie,Sculpture,Théâtre, Spectacles",,Toute une vie ne suffit pas,Accès permanent
2525,Maison natale Claude-Debussy,78100,78,Saint germain en laye,https://www.saintgermainenlaye.fr/736/musee-municipal.htm,,"Napoléon chef de guerre, chef d'Etat","Expos, musées",Tous publics,Expositions virtuelles,"Histoire,Musées,Sculpture",,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
2572,UMA (Universal Museum of Art),75001,75,Paris,http://expo.the-uma.org/notre_dame/,,"Exposition virtuelle ""Notre-Dame dans la peinture, du XVIème au XXème siècle""","Expos, musées",Tous publics,Expositions virtuelles,"Architecture et patrimoine,Peinture","Audiodescription (AD),Facile à lire et à comprendre (FALC)",Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
2580,Bibliothèques et médiathèques intercommunales - Communauté d'agglomération d'Épinal,88000,88,Épinal,https://www.tiktok.com/@bmiepinal?lang=fr,,La chaîne TikTok des bmi - Épinal,Livres,Tous publics,"Vidéo, flux en direct, programmes en différé","Humour et performances,Littérature, sciences humaines, langues",,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
2638,Musée d’Art Naïf et des Arts Singuliers de Laval,52997,52,Laval,https://musees.laval.fr/360_musee/,,Visite virtuelle du MANAS,"Expos, musées",Tous publics,Expositions virtuelles,"Arts visuels,Musées,Peinture,Sculpture",,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
2660,Centre national des arts plastiques,75001,75,Paris,https://soundcloud.com/cnap-podcast,,Collections sur écoute,Approfondir ses connaissances,Tous publics,"Audio, radio, podcasts","Arts numériques,Arts visuels,Audiovisuel,Éducation artistique et culturelle,Peinture,Photographie,Sculpture",,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
619,Archives départementales - Val-de-Marne,94054,94,Créteil,http://archives.valdemarne.fr/r/55/zoom-sur-/,,Archives en ligne,Approfondir ses connaissances,Tous publics,"Images, collections numérisées, bases de données,Expositions virtuelles",Archives,,Le temps d’une soirée,Accès permanent
701,Centre de Culture Scientifique Technique et Industriel Parc Aux Etoiles,78510,78,Triel sur Sein,https://parcauxetoiles.gpseo.fr/restons-curieux,,Restons curieux,Audios,Tous publics,"Vidéo, flux en direct, programmes en différé,Audio, radio, podcasts",Sciences,,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
718,Centre national du costume de scène et de la scénographie,03000,03,Moulins,https://www.cncs.fr/livrets-jeu,,Livrets-jeu,Approfondir ses connaissances,Parents / Éducateurs,Ressources pédagogiques,Mode,,Le temps d’une soirée,Accès permanent
801,Espace multimédia Gantner,90140,90,Bourogne,https://www.espacemultimediagantner.cg90.net/podcasts-audio/,,Discographie / Podcasts,Audios,Tous publics,"Audio, radio, podcasts","Arts numériques,Musique, concerts et opéras",,Le temps d’un vrai déjeuner,Accès permanent
907,Le Grand Café - centre d'art contemporain,44600,44,Saint-Nazaire,https://vimeo.com/legrandcafe,,Restons connecté.e.s !,"Films, documentaires, vidéos",Tous publics,"Vidéo, flux en direct, programmes en différé,Expositions virtuelles",Arts visuels,,Le temps d’un vrai déjeuner,Accès permanent
918,Les Champs Libres,35000,35,Rennes,https://soundcloud.com/leschampslibres,,Rencontres & conférences des Champs Libres (Rennes),Audios,Tous publics,"Audio, radio, podcasts","Arts décoratifs, design, métiers d’art,Arts visuels,Littérature, sciences humaines, langues",,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
949,Ministère de la Culture,75001,75,Paris,https://www.culture.gouv.fr/Sites-thematiques/Langue-francaise-et-langues-de-France/Politiques-de-la-langue/Sensibilisation-des-publics/Parler-comme-jamais-le-nouvel-audio-libre-podcast-de-la-langue-francaise,,« Parler comme jamais »,Audios,Tous publics,"Audio, radio, podcasts","Littérature, sciences humaines, langues",,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
1019,Musée des Beaux-Arts,14000,14,Caen,https://mba-caen.yunow.app/672-musee-des-beaux-arts-de-caen/2271-accueil,Maternelle|113|Primaire|Collège,Jouer avec les oeuvres du musée,Jeux,Enfants,Jeux,Arts visuels,,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
1037,Musée du Louvre,75001,75,Paris,https://petitegalerie.louvre.fr/visite-virtuelle/saison5/,,La petite Galerie,"Expos, musées",Tous publics,Expositions virtuelles,"Musées,Peinture,Sculpture",,Le temps d’un vrai déjeuner,Accès permanent
1041,Musée du quai Branly - Jacques Chirac,75001,75,Paris,https://www.deezer.com/fr/playlist/4617596344,,Playlist « Aux sources du hip hop »,Audios,Tous publics,"Audio, radio, podcasts","Art urbain (graph, hip hop, street art…),Musique, concerts et opéras",,Le temps d’une soirée,Accès permanent
1053,Musée municipal de Pontarlier,25300,25,Pontarlier,https://www.ville-pontarlier.fr/page/activites-et-loisirs/activites-culture/musee-municipal/preparer-votre-visite,,Podcasts,Audios,Tous publics,"Audio, radio, podcasts","Archéologie,Histoire,Musées",,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
1070,Musée Yves Saint Laurent,75001,75,Paris,https://museeyslparis.com/biographie,,Biographies interactives,"Expos, musées",Tous publics,Expositions virtuelles,Mode,,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
1181,TAP - Théâtre Auditorium,86000,86,Poitiers,https://vimeo.com/channels/instantanes/videos,,Les Instantanés - Cécilia Bengolea & François Chaignaud,"Films, documentaires, vidéos",Tous publics,"Vidéo, flux en direct, programmes en différé",Danse,,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
999,Musée de la Chasse et de la Nature,75001,75,Paris,https://www.chassenature.org/nos-videos/,,Revivez les temps forts du musée,Approfondir ses connaissances,Tous publics,"Vidéo, flux en direct, programmes en différé","Architecture et patrimoine,Arts décoratifs, design, métiers d’art,Musées",,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
1025,Musée des Beaux-Arts de Nancy,54000,54,Nancy,https://www.flickr.com/photos/127078033@N04/albums,,Expositions virtuelles,"Expos, musées",Tous publics,"Images, collections numérisées, bases de données","Arts décoratifs, design, métiers d’art,Musées,Peinture",Facile à lire et à comprendre (FALC),Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
1110,Orchestre de Douai,59500,59,Douai,https://www.orchestre-douai.fr/jeunes-publics/,,L'orchestre en vidéo,"Concerts, spectacles",Tous publics,"Vidéo, flux en direct, programmes en différé","Musique, concerts et opéras",,Le temps d’une soirée,Accès permanent
678,Bibliothèque nationale de France (BNF),75001,75,Paris,https://gallica.bnf.fr/essentiels/,,Gallica - Essentiels de la littérature,Livres,Tous publics,Livres numériques,"Histoire,Littérature, sciences humaines, langues",,Toute une vie ne suffit pas,Accès permanent
848,Hadopi,75001,75,Paris,https://www.hadopi.fr/outils-usages/rechercher-un-site-ou-un-service,,Offres légales,"Films, documentaires, vidéos",Tous publics,"Vidéo, flux en direct, programmes en différé,Expositions virtuelles",Audiovisuel,,Toute une vie ne suffit pas,Accès permanent
885,Médiathèque Pablo Neruda de Malakoff/ Vallée Sud-Grand Paris,92240,92,Malakoff,https://www.youtube.com/user/MediathequeMalakoff/playlists,Maternelle,La Médiathèque de Malakoff sur YouTube,Partager ses passions,Enfants,Création et pratiques artistiques,"Éducation artistique et culturelle,Musique, concerts et opéras",,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
967,Musée Alpin Chamonix,74400,74,Chamonix-Mont-Blanc,https://musee-alpin-chamonix.fr/fr/collections,,Diffusion des collections,Approfondir ses connaissances,Tous publics,Expositions virtuelles,Musées,,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
1610,Culture accessible,69380,69,Chazay d'azergues,https://www.cultureaccessible.fr/pages/parcours-tactile-audiodescription/colloques-et-interventions-2.html,,audiodescription d'oeuvres d'art des musées français,Audios,Tous publics,"Audio, radio, podcasts","Architecture et patrimoine,Arts décoratifs, design, métiers d’art,Arts visuels,Musées,Sciences,Sculpture",Audiodescription (AD),Le temps d’un week-end,Accès permanent
1690,MAC VAL - Musée d'art contemporain du Val-de-Marne,94400,94,Vitry-sur-Seine,http://www.macval.fr/Visites-botaniques,,MAC VAL - Visites botaniques,"Expos, musées",Tous publics,"Vidéo, flux en direct, programmes en différé",Musées,Sous-titrage,Toute une vie ne suffit pas,Accès permanent
1778,"LaM - Lille Métropole Musée d'art moderne, d'art contemporain et d'art brut",59650,59,Villeneuve d'Ascq,https://habitants-paysagistes.musee-lam.fr/,,Explorez les sites d'habitants-paysagistes depuis chez vous !,Approfondir ses connaissances,Parents / Éducateurs,"Images, collections numérisées, bases de données","Architecture et patrimoine,Archives,Arts visuels,Monuments historiques,Parcs et jardins,Peinture,Sculpture",,Le temps d’un week-end,Accès permanent
1885,Musée des Plans-Reliefs,75001,75,Paris,http://www.museedesplansreliefs.culture.fr/expositions-et-evenements/evenements/culture-chez-nous-mini-serie,,"Mini-série ""Un plan-relief et au lit !""",Approfondir ses connaissances,Tous publics,"Vidéo, flux en direct, programmes en différé","Architecture et patrimoine,Histoire,Monuments historiques,Musées",Sous-titrage,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
1904,Le Préau CDN de Normandie – Vire,14500,14,Vire Normandie,https://soundcloud.com/lepreaucdn,,La webradio qui remue,Audios,Tous publics,"Audio, radio, podcasts","Musique, concerts et opéras,Théâtre, Spectacles",,Le temps d’une soirée,Accès permanent
2129,Théâtre du Châtelet,75001,75,Paris,https://www.youtube.com/playlist?list=PLFn-zeVP25nsJQS-WqI7YfjyJiJD8C3c_,,Le Châtelet sur le toit,"Concerts, spectacles",Tous publics,"Vidéo, flux en direct, programmes en différé","Danse,Musique, concerts et opéras",,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
2197,France Télévisions,75001,75,Paris,https://www.lumni.fr/programme/la-fabrique-du-mensonge,,La fabrique du mensonge (Lumni),"Films, documentaires, vidéos",Tous publics,"Vidéo, flux en direct, programmes en différé",Éducation aux médias,Sous-titrage (ST),Le temps d’un vrai déjeuner,Accès permanent
2325,Radio France,75001,75,Paris,https://www.franceinter.fr/emissions/l-effet-domino,,L'effet domino,"Actualités, débats",Tous publics,"Audio, radio, podcasts",Éducation aux médias,,Le temps d’une soirée,Accès permanent
2439,Les éditions Marcomir,75001,75,Paris,https://www.youtube.com/watch?v=TGCAVao53Sg&list=PLTxLQH1K_AW0wIQQCBHmJO3o4v1_waRYQ,,#Poésiepourlanuit,"Films, documentaires, vidéos",Tous publics,"Vidéo, flux en direct, programmes en différé","Littérature, sciences humaines, langues",Sous-titrage (ST),Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
2533,La Maison de l'Image,38100,38,Grenoble,https://ezproduction.fr/vv/mdp.html,,Visite virtuelle du Mois de la Photo 2020,"Expos, musées",Tous publics,Expositions virtuelles,"Arts visuels,Photographie",,Le temps d’un vrai déjeuner,Accès permanent
638,Archives municipales et métropolitaines,45040,45,Orléans,http://archives.orleans-metropole.fr/r/19/expositions-virtuelles/,,Orléans - Expositions virtuelles des Archives,"Expos, musées",Tous publics,"Images, collections numérisées, bases de données",Archives,,Le temps d’un vrai déjeuner,Accès permanent
